package.name	keep	about.dev_url	about.home	about.license	about.summary	build.number	build.run_exports	extra.additional-platforms	extra.identifiers	extra.recipe-maintainers	package.version	requirements.build	source.patches	source.sha256	source.url	test.commands	about.licence_file	about.license_family	build.entry_points	build.noarch	build.script	requirements.host	requirements.run	test.imports	test.requires	about.doc_url	about.license_file	about.description	build.skip	about.recipe-maintainers	build.merge_build_host	about.doc_source_url	test.source_files	build.rpaths	test.import	extra.skip-lints	source.md5	extra.parent_recipe.name	extra.parent_recipe.path	extra.parent_recipe.version	extra.container.extended-base	extra.notes	source	test.files	extra.identifies	source.folder	build.script_env	extra.autobump.enable	extra.authors	build.ignore_run_exports	extra.recipe_maintainers	about.notes	extra.watch	build.no_link	identifiers	extra.documentation	extra.maintainers	build.has_prefix_files	build.binary_relocation	about.extra.recipe-maintainers	requirements.run_constrained	outputs	extra.additional notes identifiers	extra.recipe-maintainer	source.git_rev	source.git_url	extra.doi	about.license_url	about.licence_family	extra.watch.enable	about.licence_url
bioconductor-genetclassifier	False		https://bioconductor.org/packages/3.22/bioc/html/geNetClassifier.html	GPL (>= 2)	Classify diseases and build associated gene networks using gene expression profiles	0			['biotools:genetclassifier']		1.50.0				['https://bioconductor.org/packages/3.22/bioc/src/contrib/geNetClassifier_1.50.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/geNetClassifier/geNetClassifier_1.50.0.tar.gz', 'https://bioarchive.galaxyproject.org/geNetClassifier_1.50.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-genetclassifier/bioconductor-genetclassifier_1.50.0_src_all.tar.gz']	"['$R -e ""library(\'geNetClassifier\')""']"				generic		['bioconductor-biobase >=2.70.0,<2.71.0', 'bioconductor-ebarrays >=2.74.0,<2.75.0', 'bioconductor-minet >=3.68.0,<3.69.0', 'r-base', 'r-e1071']	['bioconductor-biobase >=2.70.0,<2.71.0', 'bioconductor-ebarrays >=2.74.0,<2.75.0', 'bioconductor-minet >=3.68.0,<3.69.0', 'r-base', 'r-e1071']				/lib/R/share/licenses/GPL-3	Comprehensive package to automatically train and validate a multi-class SVM classifier based on gene expression data. Provides transparent selection of gene markers, their coexpression networks, and an interface to query the classifier.						['lib/R/lib/', 'lib/']			f5880c2195d67edd07bf500e64dcf9ce	bioconductor-genetclassifier	recipes/bioconductor-genetclassifier	1.20.0																															
bioconductor-genomicinstability	False		https://bioconductor.org/packages/3.22/bioc/html/genomicInstability.html	file LICENSE	Genomic Instability estimation for scRNA-Seq	0					1.16.0				['https://bioconductor.org/packages/3.22/bioc/src/contrib/genomicInstability_1.16.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/genomicInstability/genomicInstability_1.16.0.tar.gz', 'https://bioarchive.galaxyproject.org/genomicInstability_1.16.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-genomicinstability/bioconductor-genomicinstability_1.16.0_src_all.tar.gz']	"['$R -e ""library(\'genomicInstability\')""']"				generic		['bioconductor-summarizedexperiment >=1.40.0,<1.41.0', 'r-base', 'r-checkmate', 'r-mixtools']	['bioconductor-summarizedexperiment >=1.40.0,<1.41.0', 'r-base', 'r-checkmate', 'r-mixtools']				LICENSE	This package contain functions to run genomic instability analysis (GIA) from scRNA-Seq data. GIA estimates the association between gene expression and genomic location of the coding genes. It uses the aREA algorithm to quantify the enrichment of sets of contiguous genes (loci-blocks) on the gene expression profiles and estimates the Genomic Instability Score (GIS) for each analyzed cell.						['lib/R/lib/', 'lib/']			e6a8ca74a608da74a66a420ab3618d93																																		
bioconductor-genomicplot	False		https://bioconductor.org/packages/3.22/bioc/html/GenomicPlot.html	GPL-2	Plot profiles of next generation sequencing data in genomic features	0					1.8.1				['https://bioconductor.org/packages/3.22/bioc/src/contrib/GenomicPlot_1.8.1.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/GenomicPlot/GenomicPlot_1.8.1.tar.gz', 'https://bioarchive.galaxyproject.org/GenomicPlot_1.8.1.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-genomicplot/bioconductor-genomicplot_1.8.1_src_all.tar.gz']	"['$R -e ""library(\'GenomicPlot\')""']"				generic		['bioconductor-biocgenerics >=0.56.0,<0.57.0', 'bioconductor-complexheatmap >=2.26.0,<2.27.0', 'bioconductor-edger >=4.8.0,<4.9.0', 'bioconductor-genomation >=1.42.0,<1.43.0', 'bioconductor-genomicalignments >=1.46.0,<1.47.0', 'bioconductor-genomicfeatures >=1.62.0,<1.63.0', 'bioconductor-genomicranges >=1.62.0,<1.63.0', 'bioconductor-iranges >=2.44.0,<2.45.0', 'bioconductor-plyranges >=1.30.0,<1.31.0', 'bioconductor-rcas >=1.36.0,<1.37.0', 'bioconductor-rsamtools >=2.26.0,<2.27.0', 'bioconductor-rtracklayer >=1.70.0,<1.71.0', 'bioconductor-seqinfo >=1.0.0,<1.1.0', 'bioconductor-txdbmaker >=1.6.0,<1.7.0', 'r-base', 'r-circlize', 'r-cowplot >=1.1.1', 'r-dplyr', 'r-ggplot2 >=3.3.5', 'r-ggplotify', 'r-ggpubr', 'r-ggsci >=2.9', 'r-ggsignif >=0.6.3', 'r-scales >=1.2.0', 'r-tidyr', 'r-venndiagram', 'r-viridis']	['bioconductor-biocgenerics >=0.56.0,<0.57.0', 'bioconductor-complexheatmap >=2.26.0,<2.27.0', 'bioconductor-edger >=4.8.0,<4.9.0', 'bioconductor-genomation >=1.42.0,<1.43.0', 'bioconductor-genomicalignments >=1.46.0,<1.47.0', 'bioconductor-genomicfeatures >=1.62.0,<1.63.0', 'bioconductor-genomicranges >=1.62.0,<1.63.0', 'bioconductor-iranges >=2.44.0,<2.45.0', 'bioconductor-plyranges >=1.30.0,<1.31.0', 'bioconductor-rcas >=1.36.0,<1.37.0', 'bioconductor-rsamtools >=2.26.0,<2.27.0', 'bioconductor-rtracklayer >=1.70.0,<1.71.0', 'bioconductor-seqinfo >=1.0.0,<1.1.0', 'bioconductor-txdbmaker >=1.6.0,<1.7.0', 'r-base', 'r-circlize', 'r-cowplot >=1.1.1', 'r-dplyr', 'r-ggplot2 >=3.3.5', 'r-ggplotify', 'r-ggpubr', 'r-ggsci >=2.9', 'r-ggsignif >=0.6.3', 'r-scales >=1.2.0', 'r-tidyr', 'r-venndiagram', 'r-viridis']				/lib/R/share/licenses/GPL-2	Visualization of next generation sequencing (NGS) data is essential for interpreting high-throughput genomics experiment results. 'GenomicPlot' facilitates plotting of NGS data in various formats (bam, bed, wig and bigwig); both coverage and enrichment over input can be computed and displayed with respect to genomic features (such as UTR, CDS, enhancer), and user defined genomic loci or regions. Statistical tests on signal intensity within user defined regions of interest can be performed and represented as boxplots or bar graphs. Parallel processing is used to speed up computation on multicore platforms. In addition to genomic plots which is suitable for displaying of coverage of genomic DNA (such as ChIPseq data), metagenomic (without introns) plots can also be made for RNAseq or CLIPseq data as well.						['lib/R/lib/', 'lib/']			0b729b0c91d3c7a28903cc541fd0b11a																																		
bioconductor-gep2pep	False		https://bioconductor.org/packages/3.22/bioc/html/gep2pep.html	GPL-3	Creation and Analysis of Pathway Expression Profiles (PEPs)	0					1.30.0				['https://bioconductor.org/packages/3.22/bioc/src/contrib/gep2pep_1.30.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/gep2pep/gep2pep_1.30.0.tar.gz', 'https://bioarchive.galaxyproject.org/gep2pep_1.30.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-gep2pep/bioconductor-gep2pep_1.30.0_src_all.tar.gz']	"['$R -e ""library(\'gep2pep\')""']"				generic		['bioconductor-biobase >=2.70.0,<2.71.0', 'bioconductor-gseabase >=1.72.0,<1.73.0', 'bioconductor-rhdf5 >=2.54.0,<2.55.0', 'r-base', 'r-digest', 'r-foreach', 'r-iterators', 'r-repo >=2.1.1', 'r-xml']	['bioconductor-biobase >=2.70.0,<2.71.0', 'bioconductor-gseabase >=1.72.0,<1.73.0', 'bioconductor-rhdf5 >=2.54.0,<2.55.0', 'r-base', 'r-digest', 'r-foreach', 'r-iterators', 'r-repo >=2.1.1', 'r-xml']				/lib/R/share/licenses/GPL-3	"Pathway Expression Profiles (PEPs) are based on the expression of pathways (defined as sets of genes) as opposed to individual genes. This package converts gene expression profiles to PEPs and performs enrichment analysis of both pathways and experimental conditions, such as ""drug set enrichment analysis"" and ""gene2drug"" drug discovery analysis respectively."						['lib/R/lib/', 'lib/']			e4522868042cf9f9f0472adeffdaec3c																																		
bioconductor-gispa	False		https://bioconductor.org/packages/3.18/bioc/html/GISPA.html	GPL-2	GISPA: Method for Gene Integrated Set Profile Analysis	0					1.26.0				['https://bioconductor.org/packages/3.18/bioc/src/contrib/GISPA_1.26.0.tar.gz', 'https://bioconductor.org/packages/3.18/bioc/src/contrib/Archive/GISPA/GISPA_1.26.0.tar.gz', 'https://bioarchive.galaxyproject.org/GISPA_1.26.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-gispa/bioconductor-gispa_1.26.0_src_all.tar.gz']	"['$R -e ""library(\'GISPA\')""']"				generic		['bioconductor-biobase >=2.62.0,<2.63.0', 'bioconductor-genefilter >=1.84.0,<1.85.0', 'bioconductor-gseabase >=1.64.0,<1.65.0', 'r-base', 'r-changepoint', 'r-data.table', 'r-hh', 'r-lattice', 'r-latticeextra', 'r-plyr', 'r-scatterplot3d']	['bioconductor-biobase >=2.62.0,<2.63.0', 'bioconductor-genefilter >=1.84.0,<1.85.0', 'bioconductor-gseabase >=1.64.0,<1.65.0', 'r-base', 'r-changepoint', 'r-data.table', 'r-hh', 'r-lattice', 'r-latticeextra', 'r-plyr', 'r-scatterplot3d']				/lib/R/share/licenses/GPL-2	GISPA is a method intended for the researchers who are interested in defining gene sets with similar, a priori specified molecular profile. GISPA method has been previously published in Nucleic Acid Research (Kowalski et al., 2016; PMID: 26826710).						['lib/R/lib/', 'lib/']			012a529b5359b149705fa54cb75c1818																																		
bioconductor-glad	False		https://bioconductor.org/packages/3.22/bioc/html/GLAD.html	GPL-2	Gain and Loss Analysis of DNA	0					2.74.0	[None, None, 'automake', 'make']			['https://bioconductor.org/packages/3.22/bioc/src/contrib/GLAD_2.74.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/GLAD/GLAD_2.74.0.tar.gz', 'https://bioarchive.galaxyproject.org/GLAD_2.74.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-glad/bioconductor-glad_2.74.0_src_all.tar.gz']	"['$R -e ""library(\'GLAD\')""']"						['r-aws', 'r-base', 'libblas', 'liblapack', 'zlib', 'liblzma-devel', 'gsl']	['r-aws', 'r-base', 'gsl']				/lib/R/share/licenses/GPL-2	Analysis of array CGH data : detection of breakpoints in genomic profiles and assignment of a status (gain, normal or loss) to each chromosomal regions identified.						['lib/R/lib/', 'lib/']			dbc9d44470644125121ccfdd2ca9e45a																																		
bioconductor-gloscope	False		https://bioconductor.org/packages/3.22/bioc/html/GloScope.html	Artistic-2.0	Population-level Representation on scRNA-Seq data	0					2.0.1				['https://bioconductor.org/packages/3.22/bioc/src/contrib/GloScope_2.0.1.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/GloScope/GloScope_2.0.1.tar.gz', 'https://bioarchive.galaxyproject.org/GloScope_2.0.1.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-gloscope/bioconductor-gloscope_2.0.1_src_all.tar.gz']	"['$R -e ""library(\'GloScope\')""']"				generic		['bioconductor-biocparallel >=1.44.0,<1.45.0', 'bioconductor-singlecellexperiment >=1.32.0,<1.33.0', 'r-base', 'r-boot', 'r-cluster', 'r-fnn', 'r-ggplot2', 'r-mass', 'r-mclust', 'r-mvnfast', 'r-permute', 'r-pheatmap', 'r-rann', 'r-rcolorbrewer', 'r-rlang', 'r-vegan']	['bioconductor-biocparallel >=1.44.0,<1.45.0', 'bioconductor-singlecellexperiment >=1.32.0,<1.33.0', 'r-base', 'r-boot', 'r-cluster', 'r-fnn', 'r-ggplot2', 'r-mass', 'r-mclust', 'r-mvnfast', 'r-permute', 'r-pheatmap', 'r-rann', 'r-rcolorbrewer', 'r-rlang', 'r-vegan']					This package aims at representing and summarizing the entire single-cell profile of a sample. It allows researchers to perform important bioinformatic analyses at the sample-level such as visualization and quality control. The main functions Estimate sample distribution and calculate statistical divergence among samples, and visualize the distance matrix through MDS plots.						['lib/R/lib/', 'lib/']			405ecc1532f2b7458aba2242b76ac4c9																																		
bioconductor-goexpress	False		https://bioconductor.org/packages/3.22/bioc/html/GOexpress.html	GPL (>= 3)	Visualise microarray and RNAseq data using gene ontology annotations	0					1.44.0				['https://bioconductor.org/packages/3.22/bioc/src/contrib/GOexpress_1.44.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/GOexpress/GOexpress_1.44.0.tar.gz', 'https://bioarchive.galaxyproject.org/GOexpress_1.44.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-goexpress/bioconductor-goexpress_1.44.0_src_all.tar.gz']	"['$R -e ""library(\'GOexpress\')""']"				generic		['bioconductor-biobase >=2.70.0,<2.71.0', 'bioconductor-biomart >=2.66.0,<2.67.0', 'r-base', 'r-ggplot2 >=0.9.0', 'r-gplots >=2.13.0', 'r-randomforest >=4.6', 'r-rcolorbrewer >=1.0', 'r-rcurl >=1.95', 'r-stringr >=0.6.2']	['bioconductor-biobase >=2.70.0,<2.71.0', 'bioconductor-biomart >=2.66.0,<2.67.0', 'r-base', 'r-ggplot2 >=0.9.0', 'r-gplots >=2.13.0', 'r-randomforest >=4.6', 'r-rcolorbrewer >=1.0', 'r-rcurl >=1.95', 'r-stringr >=0.6.2']				/lib/R/share/licenses/GPL-3	The package contains methods to visualise the expression profile of genes from a microarray or RNA-seq experiment, and offers a supervised clustering approach to identify GO terms containing genes with expression levels that best classify two or more predefined groups of samples. Annotations for the genes present in the expression dataset may be obtained from Ensembl through the biomaRt package, if not provided by the user. The default random forest framework is used to evaluate the capacity of each gene to cluster samples according to the factor of interest. Finally, GO terms are scored by averaging the rank (alternatively, score) of their respective gene sets to cluster the samples. P-values may be computed to assess the significance of GO term ranking. Visualisation function include gene expression profile, gene ontology-based heatmaps, and hierarchical clustering of experimental samples using gene expression data.						['lib/R/lib/', 'lib/']			c72e9f9302a3d33045bd18c8bfd1d324																																		
bioconductor-goprofiles	False		https://bioconductor.org/packages/3.22/bioc/html/goProfiles.html	GPL-2	goProfiles: an R package for the statistical analysis of functional profiles	0					1.72.0				['https://bioconductor.org/packages/3.22/bioc/src/contrib/goProfiles_1.72.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/goProfiles/goProfiles_1.72.0.tar.gz', 'https://bioarchive.galaxyproject.org/goProfiles_1.72.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-goprofiles/bioconductor-goprofiles_1.72.0_src_all.tar.gz']	"['$R -e ""library(\'goProfiles\')""']"				generic		['bioconductor-annotationdbi >=1.72.0,<1.73.0', 'bioconductor-biobase >=2.70.0,<2.71.0', 'bioconductor-go.db >=3.22.0,<3.23.0', 'r-base', 'r-compquadform', 'r-stringr']	['bioconductor-annotationdbi >=1.72.0,<1.73.0', 'bioconductor-biobase >=2.70.0,<2.71.0', 'bioconductor-go.db >=3.22.0,<3.23.0', 'r-base', 'r-compquadform', 'r-stringr']				/lib/R/share/licenses/GPL-2	The package implements methods to compare lists of genes based on comparing the corresponding 'functional profiles'.						['lib/R/lib/', 'lib/']			eb9f25ba492b2c381202138d175b97e7																																		
bioconductor-granulator	False		https://bioconductor.org/packages/3.20/bioc/html/granulator.html	GPL-3	Rapid benchmarking of methods for *in silico* deconvolution of bulk RNA-seq data	0					1.14.0				['https://bioconductor.org/packages/3.20/bioc/src/contrib/granulator_1.14.0.tar.gz', 'https://bioconductor.org/packages/3.20/bioc/src/contrib/Archive/granulator/granulator_1.14.0.tar.gz', 'https://bioarchive.galaxyproject.org/granulator_1.14.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-granulator/bioconductor-granulator_1.14.0_src_all.tar.gz']	"['$R -e ""library(\'granulator\')""']"				generic		['r-base', 'r-cowplot', 'r-dplyr', 'r-dtangle', 'r-e1071', 'r-epir', 'r-ggplot2', 'r-ggplotify', 'r-limsolve', 'r-magrittr', 'r-mass', 'r-nnls', 'r-pheatmap', 'r-purrr', 'r-rlang', 'r-tibble', 'r-tidyr']	['r-base', 'r-cowplot', 'r-dplyr', 'r-dtangle', 'r-e1071', 'r-epir', 'r-ggplot2', 'r-ggplotify', 'r-limsolve', 'r-magrittr', 'r-mass', 'r-nnls', 'r-pheatmap', 'r-purrr', 'r-rlang', 'r-tibble', 'r-tidyr']				/lib/R/share/licenses/GPL-3	granulator is an R package for the cell type deconvolution of heterogeneous tissues based on bulk RNA-seq data or single cell RNA-seq expression profiles. The package provides a unified testing interface to rapidly run and benchmark multiple state-of-the-art deconvolution methods. Data for the deconvolution of peripheral blood mononuclear cells (PBMCs) into individual immune cell types is provided as well.						['lib/R/lib/', 'lib/']			24b4d506d8a9dbd7c3d6db64d8aa3257																																		
bioconductor-gsca	False		https://bioconductor.org/packages/3.22/bioc/html/GSCA.html	GPL(>=2)	GSCA: Gene Set Context Analysis	0			['biotools:gsca']		2.40.0				['https://bioconductor.org/packages/3.22/bioc/src/contrib/GSCA_2.40.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/GSCA/GSCA_2.40.0.tar.gz', 'https://bioarchive.galaxyproject.org/GSCA_2.40.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-gsca/bioconductor-gsca_2.40.0_src_all.tar.gz']	"['$R -e ""library(\'GSCA\')""']"				generic		['bioconductor-rhdf5 >=2.54.0,<2.55.0', 'r-base', 'r-ggplot2', 'r-gplots', 'r-rcolorbrewer', 'r-reshape2', 'r-shiny', 'r-sp']	['bioconductor-rhdf5 >=2.54.0,<2.55.0', 'r-base', 'r-ggplot2', 'r-gplots', 'r-rcolorbrewer', 'r-reshape2', 'r-shiny', 'r-sp']				/lib/R/share/licenses/GPL-3	GSCA takes as input several lists of activated and repressed genes. GSCA then searches through a compendium of publicly available gene expression profiles for biological contexts that are enriched with a specified pattern of gene expression. GSCA provides both traditional R functions and interactive, user-friendly user interface.						['lib/R/lib/', 'lib/']			6169159acc98b9dcd47b2256559dd5ab	bioconductor-gsca	recipes/bioconductor-gsca	2.10.0																															
bioconductor-hicdcplus	False		https://bioconductor.org/packages/3.22/bioc/html/HiCDCPlus.html	GPL-3	Hi-C Direct Caller Plus	0					1.18.0	[None, None, 'make']			['https://bioconductor.org/packages/3.22/bioc/src/contrib/HiCDCPlus_1.18.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/HiCDCPlus/HiCDCPlus_1.18.0.tar.gz', 'https://bioarchive.galaxyproject.org/HiCDCPlus_1.18.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-hicdcplus/bioconductor-hicdcplus_1.18.0_src_all.tar.gz']	"['$R -e ""library(\'HiCDCPlus\')""']"						['bioconductor-biostrings >=2.78.0,<2.79.0', 'bioconductor-bsgenome >=1.78.0,<1.79.0', 'bioconductor-genomeinfodb >=1.46.0,<1.47.0', 'bioconductor-genomicinteractions >=1.44.0,<1.45.0', 'bioconductor-genomicranges >=1.62.0,<1.63.0', 'bioconductor-interactionset >=1.38.0,<1.39.0', 'bioconductor-iranges >=2.44.0,<2.45.0', 'bioconductor-rtracklayer >=1.70.0,<1.71.0', 'bioconductor-s4vectors >=0.48.0,<0.49.0', 'r-base', 'r-bbmle', 'r-data.table', 'r-dplyr', 'r-mass', 'r-pscl', 'r-r.utils', 'r-rcpp', 'r-rlang', 'r-tibble', 'r-tidyr', 'libblas', 'liblapack', 'zlib', 'liblzma-devel']	['bioconductor-biostrings >=2.78.0,<2.79.0', 'bioconductor-bsgenome >=1.78.0,<1.79.0', 'bioconductor-genomeinfodb >=1.46.0,<1.47.0', 'bioconductor-genomicinteractions >=1.44.0,<1.45.0', 'bioconductor-genomicranges >=1.62.0,<1.63.0', 'bioconductor-interactionset >=1.38.0,<1.39.0', 'bioconductor-iranges >=2.44.0,<2.45.0', 'bioconductor-rtracklayer >=1.70.0,<1.71.0', 'bioconductor-s4vectors >=0.48.0,<0.49.0', 'r-base', 'r-bbmle', 'r-data.table', 'r-dplyr', 'r-mass', 'r-pscl', 'r-r.utils', 'r-rcpp', 'r-rlang', 'r-tibble', 'r-tidyr']				/lib/R/share/licenses/GPL-3	Systematic 3D interaction calls and differential analysis for Hi-C and HiChIP. The HiC-DC+ (Hi-C/HiChIP direct caller plus) package enables principled statistical analysis of Hi-C and HiChIP data sets – including calling significant interactions within a single experiment and performing differential analysis between conditions given replicate experiments – to facilitate global integrative studies. HiC-DC+ estimates significant interactions in a Hi-C or HiChIP experiment directly from the raw contact matrix for each chromosome up to a specified genomic distance, binned by uniform genomic intervals or restriction enzyme fragments, by training a background model to account for random polymer ligation and systematic sources of read count variation.						['lib/R/lib/', 'lib/']			e815dda7bdce4f1f1e04e7539ca682f9																																		
bioconductor-hireewas	False		https://bioconductor.org/packages/3.22/bioc/html/HIREewas.html	GPL (>= 2)	Detection of cell-type-specific risk-CpG sites in epigenome-wide association studies	0					1.28.0	[None, 'make']			['https://bioconductor.org/packages/3.22/bioc/src/contrib/HIREewas_1.28.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/HIREewas/HIREewas_1.28.0.tar.gz', 'https://bioarchive.galaxyproject.org/HIREewas_1.28.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-hireewas/bioconductor-hireewas_1.28.0_src_all.tar.gz']	"['$R -e ""library(\'HIREewas\')""']"						['r-base', 'r-gplots', 'r-quadprog', 'libblas', 'liblapack', 'zlib', 'liblzma-devel']	['r-base', 'r-gplots', 'r-quadprog']				/lib/R/share/licenses/GPL-3	"In epigenome-wide association studies, the measured signals for each sample are a mixture of methylation profiles from different cell types. The current approaches to the association detection only claim whether a cytosine-phosphate-guanine (CpG) site is associated with the phenotype or not, but they cannot determine the cell type in which the risk-CpG site is affected by the phenotype. We propose a solid statistical method, HIgh REsolution (HIRE), which not only substantially improves the power of association detection at the aggregated level as compared to the existing methods but also enables the detection of risk-CpG sites for individual cell types. The ""HIREewas"" R package is to implement HIRE model in R."						['lib/R/lib/', 'lib/']			dcd23984637e45a1d423e4301c972aef																																		
bioconductor-hmp16sdata	False		https://bioconductor.org/packages/3.22/data/experiment/html/HMP16SData.html	Artistic-2.0	16S rRNA Sequencing Data from the Human Microbiome Project	0					1.30.0				['https://bioconductor.org/packages/3.22/data/experiment/src/contrib/HMP16SData_1.30.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/HMP16SData/HMP16SData_1.30.0.tar.gz', 'https://bioarchive.galaxyproject.org/HMP16SData_1.30.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-hmp16sdata/bioconductor-hmp16sdata_1.30.0_src_all.tar.gz']	"['$R -e ""library(\'HMP16SData\')""']"				generic		['bioconductor-annotationhub >=4.0.0,<4.1.0', 'bioconductor-experimenthub >=3.0.0,<3.1.0', 'bioconductor-s4vectors >=0.48.0,<0.49.0', 'bioconductor-summarizedexperiment >=1.40.0,<1.41.0', 'r-assertthat', 'r-base', 'r-dplyr', 'r-kableextra', 'r-knitr', 'r-magrittr', 'r-readr', 'r-stringr', 'r-tibble']	['bioconductor-annotationhub >=4.0.0,<4.1.0', 'bioconductor-experimenthub >=3.0.0,<3.1.0', 'bioconductor-s4vectors >=0.48.0,<0.49.0', 'bioconductor-summarizedexperiment >=1.40.0,<1.41.0', 'r-assertthat', 'r-base', 'r-dplyr', 'r-kableextra', 'r-knitr', 'r-magrittr', 'r-readr', 'r-stringr', 'r-tibble', 'curl', 'bioconductor-data-packages >=20260207']					HMP16SData is a Bioconductor ExperimentData package of the Human Microbiome Project (HMP) 16S rRNA sequencing data for variable regions 1–3 and 3–5. Raw data files are provided in the package as downloaded from the HMP Data Analysis and Coordination Center. Processed data is provided as SummarizedExperiment class objects via ExperimentHub.						['lib/R/lib/', 'lib/']			59a2af07d9a34892d9187eb8a82eca20																																		
